"UM_CODE";"UM_NAMEF";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";"global_id";
"010970";"улица Константинова";"ул. Константинова";"ulicza Konstantinova";"001";"";"0301";"77000000000153400";"58481281";
"011000";"Конюшковская улица";"Конюшковская ул.";"Konyushkovskaya ulicza";"001";"";"0101;0106";"77000000000153500";"58481282";
"011010";"Большой Конюшковский переулок";"Б. Конюшковский пер.";"Bol`shoj Konyushkovskij pereulok";"002";"";"0106";"77000000000153600";"58481283";
"011015";"Малый Конюшковский переулок";"М. Конюшковский пер.";"Maly'j Konyushkovskij pereulok";"002";"";"0106";"77000000000153700";"58481284";
"011020";"Кооперативная улица";"Кооперативная ул.";"Kooperativnaya ulicza";"001";"";"0109";"77000000000720600";"58481285";
"011035";"улица Николая Коперника";"ул. Николая Коперника";"ulicza Nikolaya Kopernika";"001";"";"0702";"77000000000332700";"58481286";
"011040";"Коптевская улица";"Коптевская ул.";"Koptevskaya ulicza";"001";"";"0210";"77000000000037100";"58481287";
"011060";"Коптевский бульвар";"Коптевский бульв.";"Koptevskij bul`var";"008";"";"0210";"77000000000036300";"58481288";
"011070";"Большой Коптевский проезд";"Б. Коптевский пр.";"Bol`shoj Koptevskij proezd";"003";"";"0201";"77000000000153900";"58481289";
"011080";"Малый Коптевский проезд";"М. Коптевский пр.";"Maly'j Koptevskij proezd";"003";"";"0201";"77000000000154000";"58481290";
"011100";"2-й Коптельский переулок";"2-й Коптельский пер.";"Vtoroj Koptel`skij pereulok";"002";"";"0104";"77000000000332800";"58481291";
"011105";"1-й Коптельский переулок";"1-й Коптельский пер.";"Pervy'j Koptel`skij pereulok";"002";"";"0104;0105";"77000000000064100";"58481292";
"011120";"Копьёвский переулок";"Копьёвский пер.";"Kop`yovskij pereulok";"002";"";"0108";"77000000000055600";"58481293";
"011140";"Коренная улица";"Коренная ул.";"Korennaya ulicza";"001";"";"0411;0413";"77000000000040700";"58481294";
"011145";"улица Корнейчука";"ул. Корнейчука";"ulicza Kornejchuka";"001";"";"0304";"77000000000154200";"58481295";
"011150";"Коробейников переулок";"Коробейников пер.";"Korobejnikov pereulok";"002";"";"0109";"77000000000709300";"58481296";
"011160";"Коровинский проезд";"Коровинский пр.";"Korovinskij proezd";"003";"";"0203";"77000000000428800";"58481297";
"011170";"Коровинское шоссе";"Коровинское ш.";"Korovinskoe shosse";"006";"";"0203;0208;0209";"77000000000033400";"58481298";
"011180";"улица Академика Королёва";"ул. Академика Королёва";"ulicza Akademika Korolyova";"001";"";"0308;0310;0215;0305";"77000000000154500";"58481299";
"011190";"улица Короленко";"ул. Короленко";"ulicza Korolenko";"001";"";"0418";"77000000000154600";"58481300";
"011220";"улица Павла Корчагина";"ул. Павла Корчагина";"ulicza Pavla Korchagina";"001";"";"0301";"77000000000332900";"58481301";
"011230";"Косинская улица";"Косинская ул.";"Kosinskaya ulicza";"001";"";"0404";"77000000000040000";"58481302";
"011235";"Большая Косинская улица";"Б. Косинская ул.";"Bol`shaya Kosinskaya ulicza";"001";"";"0409";"77000000000038300";"58481303";
"011237";"Косинская эстакада";"Косинская эстакада";"Kosinskaya e'stakada";"013";"";"0409";"77000000000781900";"58481304";
"011238";"Косинское шоссе";"Косинское ш.";"Kosinskoe shosse";"006";"";"0409";"77000000000752200";"58481305";
"011240";"улица Зои и Александра Космодемьянских";"ул. Зои и Александра Космодемьянских";"ulicza Zoi i Aleksandra Kosmodem`yanskix";"001";"";"0205;0210";"77000000000035200";"58481306";
"011260";"улица Космонавтов";"ул. Космонавтов";"ulicza Kosmonavtov";"001";"";"0301";"77000000000154900";"58481307";
"011265";"аллея Космонавтов";"аллея Космонавтов";"alleya Kosmonavtov";"009";"";"0310";"77000000000407800";"58481308";
"011280";"улица Костикова";"ул. Костикова";"ulicza Kostikova";"001";"";"0106";"77000000000155000";"58481309";
"011290";"Костомаровская набережная";"Костомаровская наб.";"Kostomarovskaya naberezhnaya";"005";"";"0107";"77000000000155100";"58481310";
"011300";"Костомаровский переулок";"Костомаровский пер.";"Kostomarovskij pereulok";"002";"";"0107";"77000000000155200";"58481311";
"011310";"Костромская улица";"Костромская ул.";"Kostromskaya ulicza";"001";"";"0302;0304";"77000000000155300";"58481312";
"011320";"улица Костякова";"ул. Костякова";"ulicza Kostyakova";"001";"";"0215";"77000000000155400";"58481313";
"011330";"Костянский переулок";"Костянский пер.";"Kostyanskij pereulok";"002";"";"0104";"77000000000064200";"58481314";
"011335";"улица Косыгина";"ул. Косыгина";"ulicza Kosy'gina";"001";"";"0702;0815";"77000000000155500";"58481315";
"011340";"Котельническая набережная";"Котельническая наб.";"Kotel`nicheskaya naberezhnaya";"005";"";"0107";"77000000000155600";"58481316";
"011360";"1-й Котельнический переулок";"1-й Котельнический пер.";"Pervy'j Kotel`nicheskij pereulok";"002";"";"0107";"77000000000155700";"58481317";
"011370";"2-й Котельнический переулок";"2-й Котельнический пер.";"Vtoroj Kotel`nicheskij pereulok";"002";"";"0107";"77000000000155800";"58481318";
"011380";"3-й Котельнический переулок";"3-й Котельнический пер.";"Tretij Kotel`nicheskij pereulok";"002";"";"0107";"77000000000155900";"58481319";
"011390";"4-й Котельнический переулок";"4-й Котельнический пер.";"Chetvyorty'j Kotel`nicheskij pereulok";"002";"";"0107";"77000000000156000";"58481320";
"011395";"5-й Котельнический переулок";"5-й Котельнический пер.";"Pyaty'j Kotel`nicheskij pereulok";"002";"";"0107";"77000000000156100";"58481321";
"011400";"Котельный проезд";"Котельный пр.";"Kotel`ny'j proezd";"003";"";"0508";"77000000000367000";"58481322";
"011420";"Котляковская улица";"Котляковская ул.";"Kotlyakovskaya ulicza";"001";"";"0612";"77000000000367100";"58481323";
"011430";"1-й Котляковский переулок";"1-й Котляковский пер.";"Pervy'j Kotlyakovskij pereulok";"002";"";"0612;0618";"77000000000367200";"58481324";
"011431";"2-й Котляковский переулок";"2-й Котляковский пер.";"Vtoroj Kotlyakovskij pereulok";"002";"";"0612";"77000000000367300";"58481325";
"011440";"Котляковский проезд";"Котляковский пр.";"Kotlyakovskij proezd";"003";"";"0612";"77000000000776100";"58481326";
"011450";"улица Коцюбинского";"ул. Коцюбинского";"ulicza Koczyubinskogo";"001";"";"0807";"77000000000156300";"58481327";
"011460";"Кочновский проезд";"Кочновский пр.";"Kochnovskij proezd";"003";"";"0201";"77000000000156400";"58481328";
"011470";"улица Кошкина";"ул. Кошкина";"ulicza Koshkina";"001";"";"0612";"77000000000049900";"58481329";
"011475";"проезд Кошкина";"пр. Кошкина";"proezd Koshkina";"003";"";"0606";"77000000000367400";"58481330";
"011480";"улица Коштоянца";"ул. Коштоянца";"ulicza Koshtoyancza";"001";"";"0814;0817";"77000000000156500";"58481331";
"011490";"улица Кравченко";"ул. Кравченко";"ulicza Kravchenko";"001";"";"0706;0814";"77000000000156600";"58481332";
"011520";"улица Крамского";"ул. Крамского";"ulicza Kramskogo";"001";"";"0214";"77000000000156700";"58481333";
"011530";"Крапивенский переулок";"Крапивенский пер.";"Krapivenskij pereulok";"002";"";"0108";"77000000000055900";"58481334";
"011545";"переулок Красина";"пер. Красина";"pereulok Krasina";"002";"";"0106";"77000000000157000";"58481335";
"011550";"улица Красина";"ул. Красина";"ulicza Krasina";"001";"";"0106";"77000000000157100";"58481336";
"011554";"1-й Красковский проезд";"1-й Красковский пр.";"Pervy'j Kraskovskij proezd";"003";"";"0409";"77000000000040200";"58481337";
"011556";"2-й Красковский проезд";"2-й Красковский пр.";"Vtoroj Kraskovskij proezd";"003";"";"0409";"77000000000040300";"58481338";
"011557";"Красковская улица";"Красковская ул.";"Kraskovskaya ulicza";"001";"";"0409";"77000000000040100";"58481339";
"011560";"Красная площадь";"Красная пл.";"Krasnaya ploshhad`";"004";"";"0108";"77000000000157500";"58481340";
"011570";"улица Красная Пресня";"ул. Красная Пресня";"ulicza Krasnaya Presnya";"001";"";"0106";"77000000000157400";"58481341";
"011580";"улица Красная Сосна";"ул. Красная Сосна";"ulicza Krasnaya Sosna";"001";"";"0317";"77000000000158900";"58481342";
"011620";"Красноармейская улица";"Красноармейская ул.";"Krasnoarmejskaya ulicza";"001";"";"0201";"77000000000157700";"58481343";
"011660";"Краснобогатырская улица";"Краснобогатырская ул.";"Krasnobogaty'rskaya ulicza";"001";"";"0403;0415";"77000000000157800";"58481344";
"011670";"Красноворотский проезд";"Красноворотский пр.";"Krasnovorotskij proezd";"003";"";"0104";"77000000000064300";"58481345";
"011680";"3-я Красногвардейская улица";"3-я Красногвардейская ул.";"Tret`ya Krasnogvardejskaya ulicza";"001";"";"0106";"77000000000157900";"58481346";
"011690";"Красногвардейский бульвар";"Красногвардейский бульв.";"Krasnogvardejskij bul`var";"008";"";"0106";"77000000000158300";"58481347";
"011700";"1-й Красногвардейский проезд";"1-й Красногвардейский пр.";"Pervy'j Krasnogvardejskij proezd";"003";"";"0106";"77000000000158000";"58481348";
"011710";"2-й Красногвардейский проезд";"2-й Красногвардейский пр.";"Vtoroj Krasnogvardejskij proezd";"003";"";"0106";"77000000000158100";"58481349";
"011730";"Тестовская улица";"Тестовская ул.";"Testovskaya ulicza";"001";"";"0106";"77000000000739500";"58481350";
"011750";"1-й Красногорский проезд";"1-й Красногорский пр.";"Pervy'j Krasnogorskij proezd";"003";"";"0907";"77000000000158500";"58481351";
"011751";"2-й Красногорский проезд";"2-й Красногорский пр.";"Vtoroj Krasnogorskij proezd";"003";"";"0907";"77000000000158600";"58481352";
"011752";"3-й Красногорский проезд";"3-й Красногорский пр.";"Tretij Krasnogorskij proezd";"003";"";"0907";"77000000000158700";"58481353";
